,DateTime,altitude,dt,easting,northing,xprev,yprev,xprevprev,yprevprev
283,2013-06-25 0:00,807,175.667176,-12271317.35,6635421.039,-12274240.6,6635308.597,-12274406.46,6634658.575
284,2013-06-25 1:00,804,175.708565,-12271338.5,6634252.777,-12271317.35,6635421.039,-12274240.6,6635308.597
285,2013-06-25 2:00,774,175.74559,-12274022.41,6635956.914,-12271338.5,6634252.777,-12271317.35,6635421.039
286,2013-06-25 3:00,790,175.79809,-12272584.16,6635334.951,-12274022.41,6635956.914,-12271338.5,6634252.777
287,2013-06-25 4:00,804,175.834572,-12272647.62,6635373.602,-12272584.16,6635334.951,-12274022.41,6635956.914
288,2013-06-25 5:00,801,175.871181,-12272636.48,6635364.818,-12272647.62,6635373.602,-12272584.16,6635334.951
291,2013-06-25 9:00,802,176.038808,-12272626.47,6635375.359,-12272636.48,6635370.089,-12272638.71,6635370.089
292,2013-06-25 10:00,787,176.083472,-12273590.49,6635498.343,-12272626.47,6635375.359,-12272636.48,6635370.089
293,2013-06-25 11:00,789,176.131169,-12274419.82,6634674.386,-12273590.49,6635498.343,-12272626.47,6635375.359
296,2013-06-25 16:00,769,176.33272,-12274567.88,6635327.923,-12276226.54,6636682.597,-12274377.52,6634605.873
297,2013-06-25 17:00,766,176.374803,-12277402.07,6632873.913,-12274567.88,6635327.923,-12276226.54,6636682.597
298,2013-06-25 18:00,959,176.416516,-12275767.9,6635470.233,-12277402.07,6632873.913,-12274567.88,6635327.923
299,2013-06-25 19:00,839,176.457986,-12276627.29,6632967.001,-12275767.9,6635470.233,-12277402.07,6632873.913
300,2013-06-25 20:00,801,176.499907,-12271604.55,6636234.528,-12276627.29,6632967.001,-12275767.9,6635470.233
301,2013-06-25 21:00,753,176.541389,-12275329.3,6635990.297,-12271604.55,6636234.528,-12276627.29,6632967.001
302,2013-06-25 22:00,749,176.583565,-12275289.23,6635742.56,-12275329.3,6635990.297,-12271604.55,6636234.528
303,2013-06-25 23:00,774,176.624896,-12274311.84,6634878.172,-12275289.23,6635742.56,-12275329.3,6635990.297
304,2013-06-26 0:00,759,176.667199,-12275112.23,6635793.512,-12274311.84,6634878.172,-12275289.23,6635742.56
305,2013-06-26 1:00,754,176.707072,-12275271.42,6635956.914,-12275112.23,6635793.512,-12274311.84,6634878.172
306,2013-06-26 2:00,754,176.750463,-12275804.64,6636248.585,-12275271.42,6635956.914,-12275112.23,6635793.512
307,2013-06-26 3:00,755,176.792083,-12274579.01,6635313.868,-12275804.64,6636248.585,-12275271.42,6635956.914
308,2013-06-26 4:00,822,176.826574,-12273889.94,6635227.781,-12274579.01,6635313.868,-12275804.64,6636248.585
309,2013-06-26 5:00,778,176.868854,-12273636.13,6635470.233,-12273889.94,6635227.781,-12274579.01,6635313.868
310,2013-06-26 6:00,790,176.911296,-12273626.11,6635486.045,-12273636.13,6635470.233,-12273889.94,6635227.781
311,2013-06-26 7:00,774,176.959329,-12273823.15,6635329.68,-12273626.11,6635486.045,-12273636.13,6635470.233
316,2013-06-26 14:00,743,177.252662,-12274993.12,6635471.989,-12275160.1,6634614.657,-12274874.01,6634001.578
317,2013-06-26 15:00,754,177.29162,-12274997.57,6635471.989,-12274993.12,6635471.989,-12275160.1,6634614.657
318,2013-06-26 16:00,771,177.332569,-12275008.7,6636044.765,-12274997.57,6635471.989,-12274993.12,6635471.989
319,2013-06-26 17:00,760,177.375301,-12275492.94,6634454.795,-12275008.7,6636044.765,-12274997.57,6635471.989
320,2013-06-26 18:00,764,177.41647,-12275024.29,6636062.336,-12275492.94,6634454.795,-12275008.7,6636044.765
321,2013-06-26 19:00,991,177.458588,-12274033.54,6634637.494,-12275024.29,6636062.336,-12275492.94,6634454.795
322,2013-06-26 20:00,787,177.499896,-12273932.24,6635326.166,-12274033.54,6634637.494,-12275024.29,6636062.336
323,2013-06-26 21:00,970,177.54103,-12273559.32,6635533.482,-12273932.24,6635326.166,-12274033.54,6634637.494
324,2013-06-26 22:00,777,177.585544,-12274439.86,6635688.093,-12273559.32,6635533.482,-12273932.24,6635326.166
325,2013-06-26 23:00,770,177.624317,-12274197.18,6634901.01,-12274439.86,6635688.093,-12273559.32,6635533.482
326,2013-06-27 0:00,822,177.666574,-12274307.39,6634915.064,-12274197.18,6634901.01,-12274439.86,6635688.093
327,2013-06-27 1:00,756,177.709155,-12274741.54,6635194.401,-12274307.39,6634915.064,-12274197.18,6634901.01
328,2013-06-27 2:00,763,177.750799,-12274461.01,6635115.342,-12274741.54,6635194.401,-12274307.39,6634915.064
329,2013-06-27 3:00,757,177.793947,-12274861.76,6635217.24,-12274461.01,6635115.342,-12274741.54,6635194.401
330,2013-06-27 4:00,764,177.825058,-12274289.58,6634973.039,-12274861.76,6635217.24,-12274461.01,6635115.342
331,2013-06-27 5:00,767,177.870706,-12273814.24,6635410.497,-12274289.58,6634973.039,-12274861.76,6635217.24
332,2013-06-27 6:00,790,177.92456,-12273825.38,6635406.984,-12273814.24,6635410.497,-12274289.58,6634973.039
333,2013-06-27 7:00,783,177.955266,-12273823.15,6635406.984,-12273825.38,6635406.984,-12273814.24,6635410.497
336,2013-06-27 12:00,761,178.164988,-12274395.33,6634648.035,-12274194.96,6634902.767,-12274201.64,6634902.767
337,2013-06-27 13:00,743,178.203924,-12274415.37,6634663.846,-12274395.33,6634648.035,-12274194.96,6634902.767
338,2013-06-27 14:00,757,178.251458,-12276089.61,6635023.987,-12274415.37,6634663.846,-12274395.33,6634648.035
339,2013-06-27 15:00,784,178.291157,-12273469.15,6636197.63,-12276089.61,6635023.987,-12274415.37,6634663.846
340,2013-06-27 16:00,758,178.333611,-12275211.3,6635445.636,-12273469.15,6636197.63,-12276089.61,6635023.987
341,2013-06-27 17:00,785,178.375347,-12274582.35,6634827.225,-12275211.3,6635445.636,-12273469.15,6636197.63
342,2013-06-27 18:00,838,178.416898,-12275239.13,6635746.074,-12274582.35,6634827.225,-12275211.3,6635445.636
343,2013-06-27 19:00,771,178.458032,-12275019.83,6636037.737,-12275239.13,6635746.074,-12274582.35,6634827.225
344,2013-06-27 20:00,942,178.500035,-12277113.75,6633574.734,-12275019.83,6636037.737,-12275239.13,6635746.074
345,2013-06-27 21:00,1020,178.541354,-12275250.27,6634251.02,-12277113.75,6633574.734,-12275019.83,6636037.737
346,2013-06-27 22:00,761,178.583148,-12275795.73,6635454.42,-12275250.27,6634251.02,-12277113.75,6633574.734
347,2013-06-27 23:00,767,178.624988,-12276069.58,6634690.197,-12275795.73,6635454.42,-12275250.27,6634251.02
348,2013-06-28 0:00,767,178.667604,-12276070.69,6634690.197,-12276069.58,6634690.197,-12275795.73,6635454.42
351,2013-06-28 4:00,812,178.831655,-12270563.72,6634625.197,-12273151.89,6635944.615,-12274471.03,6634741.143
352,2013-06-28 5:00,815,178.879491,-12269570.75,6634252.777,-12270563.72,6634625.197,-12273151.89,6635944.615
353,2013-06-28 6:00,819,178.907512,-12269570.75,6634252.777,-12269570.75,6634252.777,-12270563.72,6634625.197
354,2013-06-28 7:00,816,178.966563,-12269567.41,6634256.29,-12269570.75,6634252.777,-12269570.75,6634252.777
355,2013-06-28 8:00,819,179.000162,-12269571.86,6634256.29,-12269567.41,6634256.29,-12269570.75,6634252.777
356,2013-06-28 9:00,813,179.034294,-12269570.75,6634242.237,-12269571.86,6634256.29,-12269567.41,6634256.29
359,2013-06-28 16:00,769,179.332731,-12274374.18,6635050.339,-12275408.34,6635131.154,-12275153.42,6634584.792
360,2013-06-28 17:00,757,179.373819,-12274402.01,6634655.062,-12274374.18,6635050.339,-12275408.34,6635131.154
361,2013-06-28 18:00,753,179.417292,-12274399.78,6634662.089,-12274402.01,6634655.062,-12274374.18,6635050.339
362,2013-06-28 19:00,745,179.458634,-12274679.2,6634707.764,-12274399.78,6634662.089,-12274402.01,6634655.062
363,2013-06-28 20:00,746,179.500231,-12274674.74,6634706.008,-12274679.2,6634707.764,-12274399.78,6634662.089
364,2013-06-28 21:00,774,179.540961,-12273535.95,6635633.628,-12274674.74,6634706.008,-12274679.2,6634707.764
365,2013-06-28 22:00,1222,179.583264,-12275802.41,6634029.684,-12273535.95,6635633.628,-12274674.74,6634706.008
366,2013-06-28 23:00,785,179.626794,-12275161.21,6634574.252,-12275802.41,6634029.684,-12273535.95,6635633.628
367,2013-06-29 0:00,772,179.666481,-12274711.48,6636675.568,-12275161.21,6634574.252,-12275802.41,6634029.684
368,2013-06-29 1:00,765,179.708727,-12275681.07,6635916.502,-12274711.48,6636675.568,-12275161.21,6634574.252
369,2013-06-29 2:00,5163,179.7525,-12275030.97,6636329.411,-12275681.07,6635916.502,-12274711.48,6636675.568
370,2013-06-29 3:00,747,179.78684,-12274400.9,6634648.035,-12275030.97,6636329.411,-12275681.07,6635916.502
371,2013-06-29 4:00,761,179.829988,-12274398.67,6635018.716,-12274400.9,6634648.035,-12275030.97,6636329.411
372,2013-06-29 5:00,763,179.875,-12274055.81,6635378.873,-12274398.67,6635018.716,-12274400.9,6634648.035
376,2013-06-29 12:00,776,180.158877,-12274407.58,6634623.44,-12274360.82,6635011.689,-12274052.47,6635345.492
379,2013-06-29 16:00,922,180.333438,-12276591.67,6633848.755,-12273222.02,6632180.178,-12276104.09,6634474.119
380,2013-06-29 17:00,813,180.375266,-12275578.66,6635628.357,-12276591.67,6633848.755,-12273222.02,6632180.178
381,2013-06-29 18:00,804,180.416852,-12272184.53,6636180.059,-12275578.66,6635628.357,-12276591.67,6633848.755
382,2013-06-29 19:00,741,180.458831,-12274398.67,6634632.224,-12272184.53,6636180.059,-12275578.66,6635628.357
383,2013-06-29 20:00,1360,180.499977,-12275099.98,6634335.34,-12274398.67,6634632.224,-12272184.53,6636180.059
384,2013-06-29 21:00,777,180.542778,-12274505.54,6635719.719,-12275099.98,6634335.34,-12274398.67,6634632.224
385,2013-06-29 22:00,764,180.583692,-12274858.42,6636118.562,-12274505.54,6635719.719,-12275099.98,6634335.34
386,2013-06-29 23:00,753,180.624711,-12274319.63,6634630.467,-12274858.42,6636118.562,-12274505.54,6635719.719
387,2013-06-30 0:00,870,180.667407,-12275356.02,6636287.241,-12274319.63,6634630.467,-12274858.42,6636118.562
388,2013-06-30 1:00,765,180.707662,-12274466.58,6636192.358,-12275356.02,6636287.241,-12274319.63,6634630.467
389,2013-06-30 2:00,755,180.747789,-12274738.2,6635190.887,-12274466.58,6636192.358,-12275356.02,6636287.241
390,2013-06-30 3:00,766,180.793877,-12274583.46,6635644.169,-12274738.2,6635190.887,-12274466.58,6636192.358
391,2013-06-30 4:00,753,180.826123,-12274398.67,6634651.548,-12274583.46,6635644.169,-12274738.2,6635190.887
392,2013-06-30 5:00,772,180.871146,-12273621.66,6635508.885,-12274398.67,6634651.548,-12274583.46,6635644.169
393,2013-06-30 6:00,795,180.924572,-12273621.66,6635524.697,-12273621.66,6635508.885,-12274398.67,6634651.548
394,2013-06-30 7:00,775,180.95544,-12273625,6635514.156,-12273621.66,6635524.697,-12273621.66,6635508.885
397,2013-06-30 12:00,756,181.166007,-12274400.9,6634653.305,-12274398.67,6634658.575,-12273519.25,6635501.857
398,2013-06-30 13:00,768,181.205706,-12274906.29,6635956.914,-12274400.9,6634653.305,-12274398.67,6634658.575
399,2013-06-30 14:00,769,181.247778,-12274184.94,6634908.037,-12274906.29,6635956.914,-12274400.9,6634653.305
400,2013-06-30 15:00,761,181.288785,-12276483.69,6631806.111,-12274184.94,6634908.037,-12274906.29,6635956.914
401,2013-06-30 16:00,762,181.335081,-12274247.28,6634619.927,-12276483.69,6631806.111,-12274184.94,6634908.037
402,2013-06-30 17:00,778,181.37647,-12274509.99,6636134.375,-12274247.28,6634619.927,-12276483.69,6631806.111
403,2013-06-30 18:00,858,181.416563,-12275702.22,6634008.605,-12274509.99,6636134.375,-12274247.28,6634619.927
404,2013-06-30 19:00,770,181.458218,-12274585.69,6635898.932,-12275702.22,6634008.605,-12274509.99,6636134.375
405,2013-06-30 20:00,787,181.500428,-12273555.98,6635626.6,-12274585.69,6635898.932,-12275702.22,6634008.605
406,2013-06-30 21:00,749,181.541412,-12274675.86,6634704.251,-12273555.98,6635626.6,-12274585.69,6635898.932
407,2013-06-30 22:00,749,181.584155,-12274861.76,6634379.257,-12274675.86,6634704.251,-12273555.98,6635626.6
408,2013-06-30 23:00,751,181.625475,-12276531.55,6634893.983,-12274861.76,6634379.257,-12274675.86,6634704.251
409,2013-07-01 0:00,753,181.66831,-12275068.81,6634488.173,-12276531.55,6634893.983,-12274861.76,6634379.257
410,2013-07-01 1:00,750,181.709757,-12275131.15,6635501.857,-12275068.81,6634488.173,-12276531.55,6634893.983
411,2013-07-01 2:00,744,181.749132,-12274674.74,6634706.008,-12275131.15,6635501.857,-12275068.81,6634488.173
412,2013-07-01 3:00,749,181.786319,-12275154.53,6634570.738,-12274674.74,6634706.008,-12275131.15,6635501.857
413,2013-07-01 4:00,779,181.842477,-12274391.99,6635001.148,-12275154.53,6634570.738,-12274674.74,6634706.008
414,2013-07-01 5:00,769,181.867986,-12273607.19,6635479.017,-12274391.99,6635001.148,-12275154.53,6634570.738
415,2013-07-01 6:00,779,181.92412,-12273608.3,6635475.503,-12273607.19,6635479.017,-12274391.99,6635001.148
416,2013-07-01 7:00,771,181.954896,-12273620.55,6635486.045,-12273608.3,6635475.503,-12273607.19,6635479.017
419,2013-07-01 12:00,743,182.171424,-12273907.75,6634417.905,-12273905.53,6634423.175,-12273608.3,6635477.26
420,2013-07-01 13:00,748,182.213542,-12274231.69,6634716.548,-12273907.75,6634417.905,-12273905.53,6634423.175
421,2013-07-01 14:00,752,182.255903,-12274404.24,6634649.792,-12274231.69,6634716.548,-12273907.75,6634417.905
422,2013-07-01 15:00,935,182.291389,-12276100.75,6634386.284,-12274404.24,6634649.792,-12274231.69,6634716.548
423,2013-07-01 16:00,1077,182.333079,-12275353.79,6635078.449,-12276100.75,6634386.284,-12274404.24,6634649.792
424,2013-07-01 17:00,811,182.374931,-12275858.07,6636364.553,-12275353.79,6635078.449,-12276100.75,6634386.284
425,2013-07-01 18:00,749,182.416389,-12274400.9,6634663.846,-12275858.07,6636364.553,-12275353.79,6635078.449
426,2013-07-01 19:00,1357,182.458322,-12275399.43,6635074.935,-12274400.9,6634663.846,-12275858.07,6636364.553
427,2013-07-01 20:00,945,182.499919,-12274487.73,6634040.224,-12275399.43,6635074.935,-12274400.9,6634663.846
428,2013-07-01 21:00,828,182.542002,-12273159.69,6635320.896,-12274487.73,6634040.224,-12275399.43,6635074.935
429,2013-07-01 22:00,926,182.583611,-12275769.01,6634584.792,-12273159.69,6635320.896,-12274487.73,6634040.224
430,2013-07-01 23:00,977,182.624653,-12274842.84,6635463.205,-12275769.01,6634584.792,-12273159.69,6635320.896
431,2013-07-02 0:00,976,182.66728,-12275303.7,6636315.354,-12274842.84,6635463.205,-12275769.01,6634584.792
432,2013-07-02 1:00,753,182.708935,-12275154.53,6635475.503,-12275303.7,6636315.354,-12274842.84,6635463.205
433,2013-07-02 2:00,756,182.750995,-12276114.1,6634758.711,-12275154.53,6635475.503,-12275303.7,6636315.354
434,2013-07-02 3:00,749,182.792303,-12275004.25,6635616.058,-12276114.1,6634758.711,-12275154.53,6635475.503
435,2013-07-02 4:00,754,182.827361,-12274702.57,6635113.585,-12275004.25,6635616.058,-12276114.1,6634758.711
436,2013-07-02 5:00,758,182.869468,-12274151.54,6635389.415,-12274702.57,6635113.585,-12275004.25,6635616.058
437,2013-07-02 6:00,777,182.913785,-12274156,6635403.47,-12274151.54,6635389.415,-12274702.57,6635113.585
438,2013-07-02 7:00,781,182.961493,-12274156,6635399.956,-12274156,6635403.47,-12274151.54,6635389.415
443,2013-07-02 14:00,766,183.249641,-12274272.88,6634973.039,-12277202.81,6632459.421,-12274498.86,6634911.551
444,2013-07-02 15:00,752,183.293889,-12274402.01,6634656.819,-12274272.88,6634973.039,-12277202.81,6632459.421
445,2013-07-02 16:00,745,183.333403,-12274850.63,6634700.737,-12274402.01,6634656.819,-12274272.88,6634973.039
446,2013-07-02 17:00,753,183.376505,-12274521.12,6634927.362,-12274850.63,6634700.737,-12274402.01,6634656.819
447,2013-07-02 18:00,753,183.416111,-12275138.95,6635419.282,-12274521.12,6634927.362,-12274850.63,6634700.737
448,2013-07-02 19:00,1005,183.457905,-12274747.1,6634598.846,-12275138.95,6635419.282,-12274521.12,6634927.362
449,2013-07-02 20:00,757,183.500347,-12275743.41,6634994.121,-12274747.1,6634598.846,-12275138.95,6635419.282
450,2013-07-02 21:00,769,183.54147,-12275456.21,6633450.022,-12275743.41,6634994.121,-12274747.1,6634598.846
451,2013-07-02 22:00,752,183.582998,-12274984.21,6635482.531,-12275456.21,6633450.022,-12275743.41,6634994.121
454,2013-07-03 2:00,758,183.747627,-12274444.31,6634874.658,-12274654.71,6634869.388,-12275383.85,6635849.736
455,2013-07-03 3:00,751,183.794097,-12274675.86,6634709.521,-12274444.31,6634874.658,-12274654.71,6634869.388
456,2013-07-03 4:00,754,183.824792,-12274520.01,6634918.578,-12274675.86,6634709.521,-12274444.31,6634874.658
457,2013-07-03 5:00,768,183.868148,-12273618.32,6635470.233,-12274520.01,6634918.578,-12274675.86,6634709.521
458,2013-07-03 6:00,771,183.9136,-12273618.32,6635468.476,-12273618.32,6635470.233,-12274520.01,6634918.578
459,2013-07-03 7:00,758,183.963877,-12273610.53,6635466.719,-12273618.32,6635468.476,-12273618.32,6635470.233
460,2013-07-03 8:00,767,183.991968,-12273611.64,6635477.26,-12273610.53,6635466.719,-12273618.32,6635468.476
461,2013-07-03 9:00,775,184.051574,-12273612.76,6635464.962,-12273611.64,6635477.26,-12273610.53,6635466.719
462,2013-07-03 10:00,781,184.085,-12273620.55,6635466.719,-12273612.76,6635464.962,-12273611.64,6635477.26
463,2013-07-03 11:00,769,184.118646,-12274522.24,6634904.524,-12273620.55,6635466.719,-12273612.76,6635464.962
466,2013-07-03 16:00,749,184.333056,-12276366.8,6635612.544,-12276573.85,6635217.24,-12274692.56,6636793.3
467,2013-07-03 17:00,890,184.375058,-12275891.47,6634423.175,-12276366.8,6635612.544,-12276573.85,6635217.24
468,2013-07-03 18:00,923,184.416991,-12274906.29,6635591.461,-12275891.47,6634423.175,-12276366.8,6635612.544
469,2013-07-03 19:00,757,184.458646,-12275180.13,6636048.28,-12274906.29,6635591.461,-12275891.47,6634423.175
470,2013-07-03 20:00,765,184.49985,-12276343.42,6635869.063,-12275180.13,6636048.28,-12274906.29,6635591.461
471,2013-07-03 21:00,884,184.541447,-12275290.34,6635784.727,-12276343.42,6635869.063,-12275180.13,6636048.28
472,2013-07-03 22:00,1163,184.583171,-12276053.99,6635872.577,-12275290.34,6635784.727,-12276343.42,6635869.063
473,2013-07-03 23:00,750,184.624884,-12274474.37,6634734.116,-12276053.99,6635872.577,-12275290.34,6635784.727
474,2013-07-04 0:00,1151,184.666123,-12274685.88,6634857.09,-12274474.37,6634734.116,-12276053.99,6635872.577
475,2013-07-04 1:00,743,184.708762,-12275069.93,6634481.146,-12274685.88,6634857.09,-12274474.37,6634734.116
476,2013-07-04 2:00,3072,184.7525,-12274462.12,6634769.251,-12275069.93,6634481.146,-12274685.88,6634857.09
477,2013-07-04 3:00,765,184.799965,-12274473.26,6635101.288,-12274462.12,6634769.251,-12275069.93,6634481.146
483,2013-07-04 16:00,813,185.332569,-12275948.24,6635180.346,-12275805.75,6636837.23,-12274524.46,6634915.064
484,2013-07-04 17:00,1130,185.374444,-12274425.39,6635183.86,-12275948.24,6635180.346,-12275805.75,6636837.23
485,2013-07-04 18:00,749,185.41647,-12274672.52,6634706.008,-12274425.39,6635183.86,-12275948.24,6635180.346
486,2013-07-04 19:00,754,185.456366,-12274406.46,6634653.305,-12274672.52,6634706.008,-12274425.39,6635183.86
487,2013-07-04 20:00,747,185.501111,-12274073.62,6634477.632,-12274406.46,6634653.305,-12274672.52,6634706.008
488,2013-07-04 21:00,758,185.542083,-12274738.2,6635182.103,-12274073.62,6634477.632,-12274406.46,6634653.305
